"@timestamp",response,"error_message","x-stream-client","operation_type","error_code",product
"Jun 15, 2025 @ 00:20:18.528",400,"{""code"":18,""message"":""SendEvent failed with error: \""Channel messaging:dec6d03b-f59b-4c97-b063-739d4c1e5850 does not support events of type typing.stop\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-uikit-client-v4.72.0|app=GameChanger|app_version=2025.12.0|os=iOS 18.5|device_model=iPhone17,1|device_screen_ratio=3.00",SendEvent,18,chat
"Jun 15, 2025 @ 00:20:18.517",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 99980320 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.511",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 92551983 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.504",400,"{""code"":18,""message"":""SendEvent failed with error: \""Channel messaging:7b7af4a7-86e7-430c-85e8-f9f08659725d does not support events of type typing.stop\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-uikit-client-v4.72.0|app=GameChanger|app_version=2025.12.0|os=iOS 18.5|device_model=iPhone17,2|device_screen_ratio=3.00",SendEvent,18,chat
"Jun 15, 2025 @ 00:20:18.485",401,"{""code"":2,""message"":""UpdateChannelPartial failed with error: \""Your account does not have a product enabled (chat, video, feeds). Your trial is either expired or not activated. Check https://getstream.io/pricing/chat/ or reach out to support\"""",""StatusCode"":401,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-javascript-client-node-8.14.4",UpdateChannelPartial,2,chat
"Jun 15, 2025 @ 00:20:18.478",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: ae1c510e-0be0-4de8-b309-f8ae02fea2d2\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.471",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""channel \""ride_messaging:0196caa0-b8d8-70c1-9c74-23b46371c0e4_1-96a2d2e047e93134955049616\"" is disabled\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.4.3|os=Android 11|api_version=30|device_vendor=Xiaomi|device_model=M2102J20SG|offline_enabled=true",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.470",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-c3a583e843ef693c9502186667f32925fa846a126294dd9619732d6b4e98076026ac8026c2154189a7d08be47c4bccedcccd1635 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.468",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""channel \""ride_messaging:0196fed8-07dd-791c-b110-a21f03137173_1-c7a487e513bb6a67950545333\"" is disabled\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.4.3|os=Android 15|api_version=35|device_vendor=samsung|device_model=SM-S918U1|offline_enabled=true",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.463",404,"{""code"":16,""message"":""UpdateUsers failed with error: \""user FL--UK--51481 was deactivated\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",UpdateUsers,16,chat
"Jun 15, 2025 @ 00:20:18.440",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-c2a3d1b713bb383195071c616df32928fa816a11639283961772253f47cb546729f08375fc997901384b67b1053052e27c38f1ae does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.439",400,"{""code"":4,""message"":""QueryChannels failed with error: \""Watch or ChatPresence requires an active websocket connection, please make sure to include your websocket connection_id\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-react-native-v6.6.7-llc-v8.60.0|os=ios 18.4.1",QueryChannels,4,chat
"Jun 15, 2025 @ 00:20:18.430",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: 45f4195c-aa27-4ce9-8f1b-0a1c29ff3073\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.420",400,"{""code"":4,""message"":""DeleteDevice failed with error: \""Setting user or user_id is only allowed when using server side auth.\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","undefined-android-5.15.1",DeleteDevice,4,chat
"Jun 15, 2025 @ 00:20:18.412",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A0813FC55EF556320A495FB2@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.409",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed., add_members[1].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed."",""add_members[1].user_id"":""add_members[1].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.409",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A0813FC55EF556320A495FB2@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.390",404,"{""code"":16,""message"":""DeleteDevice failed with error: \""user JAsAGTQ2UafO6EVp6nrcNwbAm0p1 does not have device with id dAQNC2XBSW29sekrfJzEMK:APA91bEG1_Zu4v9NYpeHCaCDemQtZinNI7M3zeFybFoVgeBMf8KmchOvt085eSWlhw4jO9NvaCi91Ld7wRpUMqnT_R2COpJJqAGfDgK6NUjdIaXBtFA46ac\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-javascript-client-node-8.40.9",DeleteDevice,16,chat
"Jun 15, 2025 @ 00:20:18.389",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-c1a384e011be6a669552493232f3297fa6846a123792d3964b702a6f439e0c362eac89234b42c5c58baaadd3b9fb502e79d7be36 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.378",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-c4f08ce616e96d60955d186564f32924a5d36a4b659281964a20253f40c9046129f88873e1033e44e65fa5d2f6c3d0fc430578b3 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.361",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: c500aa65-f687-4632-80ec-ad284de91c8c\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.354",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-94a18ce913bf3c3195561e3330f3292af1d26a126d90dd964d762f6a43c4016227f98324abc944bfdbfa122ddc1b1e558d0dc7a5 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.349",400,"{""code"":4,""message"":""DeleteDevice failed with error: \""Setting user or user_id is only allowed when using server side auth.\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","undefined-ios-5.15.1",DeleteDevice,4,chat
"Jun 15, 2025 @ 00:20:18.347",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""frontuGetStream\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""Frontu\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.0.11|os=Android 9|api_version=28|device_vendor=samsung|device_model=SM-G398FN|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.340",400,"{""code"":4,""message"":""QueryChannels failed with error: \""invalid cid value, did you pass a channel id instead of channel cid?\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.15.10|os=Android 15|api_version=35|device_model=samsung SM-A366B|offline_enabled=true|app=Pdb|app_version=2.82.0",QueryChannels,4,chat
"Jun 15, 2025 @ 00:20:18.329",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A06F6D555EF511010A495FCF@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.327",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""frontuGetStream\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""Frontu\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.0.11|os=Android 14|api_version=34|device_vendor=samsung|device_model=SM-G525F|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.326",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-97a685e410ef6a6595541f636cf3297aa1d16a1130c4869617222f3b10c90d3427ff81713438c1a4b732665f3ad3322ad0cdae30 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.325",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A06F6D555EF511010A495FCF@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.324",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 171788390 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.320",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""frontuGetStream\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""Frontu\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.0.11|os=Android 7.0|api_version=24|device_vendor=samsung|device_model=SM-T585|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.311",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 163489096 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.291",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: a6dc5bc0-c5c4-40b4-9ee0-ea4a2efe7c27\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.291",404,"{""code"":16,""message"":""QueryChannels failed with error: \""the user 414671861 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",QueryChannels,16,chat
"Jun 15, 2025 @ 00:20:18.285",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""frontuGetStream\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""Frontu\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.0.11|os=Android 14|api_version=34|device_vendor=samsung|device_model=SM-X306B|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.283",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.270",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A06A6D8D5EF53B9E0A495F8B@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.266",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""User 'QBZLE4OWaiaWiqFkC4BmT3HENqi1' with role 'user' is not allowed to perform action ReadChannel in scope 'group_chat'\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[],""unrecoverable"":true}","stream-chat-swiftui-client-v4.69.0|app=Hoop|app_version=3.23.0|os=iOS 18.5|device_model=iPhone15,4|device_screen_ratio=3.00",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.266",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A06A6D8D5EF53B9E0A495F8B@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.265",403,"{""code"":70,""message"":""QueryChannels failed with error: \""28 channels match your query but cannot be returned because you don't have access to them. Did you forget to include {members: $in: [\""2027997\""]}?\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-react-native-ios-5.44.3",QueryChannels,70,chat
"Jun 15, 2025 @ 00:20:18.249",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""channel \""ride_messaging:0196da8a-9fa1-7494-ab76-3115b2793e49_1-96a2d2e047e93134955049616\"" is disabled\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.4.3|os=Android 11|api_version=30|device_vendor=Xiaomi|device_model=M2102J20SG|offline_enabled=true",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.247",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: 49607885-3c7e-406e-bb61-49bdb7d9f5ee\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.240",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""User '2579158' with role 'user' is not allowed to perform action RecreateChannel in scope 'messaging'\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[],""unrecoverable"":true}","stream-chat-android-6.16.10|os=Android 14|api_version=34|device_model=motorola motorola edge 30 pro|offline_enabled=true|app=Pdb|app_version=2.83.0",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.240",404,"{""code"":16,""message"":""MarkRead failed with error: \""Can't find channel with id messaging:instant-5656323-2579158-4519262-5uobF1ggcDb\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.16.10|os=Android 14|api_version=34|device_model=motorola motorola edge 30 pro|offline_enabled=true|app=Pdb|app_version=2.83.0",MarkRead,16,chat
"Jun 15, 2025 @ 00:20:18.236",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-91a1d6e612ed31379553183131f3292ff4d36a4a67c1d4961e7b296d4ec951652cfc827a6c9d97682ca77c5bf8d5bb5679e53098 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-java-client-1.29.0",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.235",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""firebase\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""hoop-prod\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-compose-6.4.3|os=Android 11|api_version=30|device_vendor=samsung|device_model=SM-A022F|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.224",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.215",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""User 'QBZLE4OWaiaWiqFkC4BmT3HENqi1' with role 'user' is not allowed to perform action ReadChannel in scope 'group_chat'\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[],""unrecoverable"":true}","stream-chat-swiftui-client-v4.69.0|app=Hoop|app_version=3.23.0|os=iOS 18.5|device_model=iPhone15,4|device_screen_ratio=3.00",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.211",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed., add_members[1].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed., add_members[2].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed., add_members[3].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[2].user_id"":""add_members[2].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed."",""add_members[3].user_id"":""add_members[3].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed."",""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed."",""add_members[1].user_id"":""add_members[1].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.201",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.194",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: 9cd523fe-882a-4dce-8770-6695147933ad\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.183",400,"{""code"":4,""message"":""UpdateUsersPartial failed with error: \""users is a required field\"""",""exception_fields"":{""users"":""users is a required field""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,4,chat
"Jun 15, 2025 @ 00:20:18.179",400,"{""code"":4,""message"":""CreateDevice failed with error: \""push provider \""frontuGetStream\"" with type \""firebase\"" not found, available push providers for this application: type: \""firebase\"" name: \""Frontu\""\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-android-6.0.11|os=Android 14|api_version=34|device_vendor=samsung|device_model=SM-G556B|offline_enabled=true",CreateDevice,4,chat
"Jun 15, 2025 @ 00:20:18.177",400,"{""code"":18,""message"":""SendEvent failed with error: \""Channel messaging:00431dd4-43e7-4af8-ad8a-82637b5e0f1e does not support events of type typing.stop\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-uikit-client-v4.72.0|app=GameChanger|app_version=6.13|os=iOS 18.5|device_model=iPhone14,7|device_screen_ratio=3.00",SendEvent,18,chat
"Jun 15, 2025 @ 00:20:18.164",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 173217411 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
"Jun 15, 2025 @ 00:20:18.153",403,"{""code"":17,""message"":""GetOrCreateChannel failed with error: \""User '2579158' with role 'user' is not allowed to perform action RecreateChannel in scope 'messaging'\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[],""unrecoverable"":true}","stream-chat-android-6.16.10|os=Android 14|api_version=34|device_model=motorola motorola edge 30 pro|offline_enabled=true|app=Pdb|app_version=2.83.0",GetOrCreateChannel,17,chat
"Jun 15, 2025 @ 00:20:18.139",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.130",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: c8f2c724-4605-404a-bc68-3f5166e058fb\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.129",404,"{""code"":16,""message"":""DeactivateUser failed with error: \""Couldn't find user with id 3101475\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",DeactivateUser,16,chat
"Jun 15, 2025 @ 00:20:18.128",400,"{""code"":4,""message"":""UpdateChannel failed with error: \""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.\"""",""exception_fields"":{""add_members[0].user_id"":""add_members[0].user_id is not a valid user id. a-z, 0-9, @, _ and - are allowed.""},""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-ruby-client-3.0.0",UpdateChannel,4,chat
"Jun 15, 2025 @ 00:20:18.124",404,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: 98bb96e8-068d-4243-8274-87f6a3e80696\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-js-v8.57.6-node",UpdateUsersPartial,16,chat
"Jun 15, 2025 @ 00:20:18.115",400,"{""code"":18,""message"":""SendEvent failed with error: \""Channel messaging:9009581e-ffb2-4764-bb41-7b483563be12 does not support events of type typing.stop\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-uikit-client-v4.72.0|app=GameChanger|app_version=2025.12.0|os=iOS 16.2|device_model=iPhone14,5|device_screen_ratio=3.00",SendEvent,18,chat
"Jun 15, 2025 @ 00:20:18.110",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A07020205D0E174E0A495FFB@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.109",404,"{""code"":16,""message"":""DeleteUser failed with error: \""Couldn't find user with id A07020205D0E174E0A495FFB@AdobeID\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","stream-chat-php-client-2.11.1",DeleteUser,16,chat
"Jun 15, 2025 @ 00:20:18.092",404,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1746099633 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","-",UnreadCounts,16,chat
